x-axis,1,2
second,Volt,Volt
-261.0000E-06,-108.8280318E-03,+2.1232070197E+00
-260.2188E-06,-121.3908460E-03,+2.1232070197E+00
-259.4375E-06,-122.3958711E-03,+2.1232070197E+00
-258.6563E-06,-122.3958711E-03,+2.1232070197E+00
-257.8750E-06,-122.3958711E-03,+2.1232070197E+00
-257.0938E-06,-122.3958711E-03,+2.1232070197E+00
-256.3125E-06,-122.3958711E-03,+2.1232070197E+00
-255.5313E-06,-122.3958711E-03,+2.1232070197E+00
-254.7500E-06,-99.2802930E-03,+2.1232070197E+00
-253.9688E-06,-74.1546647E-03,+2.1232070197E+00
-253.1875E-06,-37.4712473E-03,+2.1232070197E+00
-252.4063E-06,-11.3405939E-03,+2.1232070197E+00
-251.6250E-06,+25.3428235E-03,+2.1232070197E+00
-250.8438E-06,+51.4734770E-03,+2.1232070197E+00
-250.0625E-06,+76.5991053E-03,+2.1232070197E+00
-249.2813E-06,+32.3779994E-03,+2.0769758636E+00
-248.5000E-06,-6.3154682E-03,+2.0382823959E+00
-247.7188E-06,-32.4461217E-03,+2.0121517425E+00
-246.9375E-06,-69.1295390E-03,+1.9754683251E+00
-246.1563E-06,-95.2601925E-03,+1.9493376716E+00
-245.3750E-06,-120.3858209E-03,+1.9242120433E+00
-244.5938E-06,-99.2802930E-03,+1.8875286259E+00
-243.8125E-06,-62.5968757E-03,+1.8498401834E+00
-243.0313E-06,-36.4662222E-03,+1.8237095299E+00
-242.2500E-06,+217.1952E-06,+1.7870261126E+00
-241.4688E-06,+26.3478486E-03,+1.7608954591E+00
-240.6875E-06,+74.5890550E-03,+1.7242120417E+00
-239.9063E-06,+78.6091556E-03,+1.7211969663E+00
-239.1250E-06,+78.6091556E-03,+1.7211969663E+00
-238.3438E-06,+78.6091556E-03,+1.7211969663E+00
-237.5625E-06,+78.6091556E-03,+1.7211969663E+00
-236.7813E-06,+78.6091556E-03,+1.7211969663E+00
-236.0000E-06,+78.6091556E-03,+1.7211969663E+00
-235.2188E-06,+78.6091556E-03,+1.7211969663E+00
-234.4375E-06,-2.2953677E-03,+1.8598904348E+00
-233.6563E-06,-67.1194888E-03,+1.9875286267E+00
-232.8750E-06,-129.9335596E-03,+2.1131567684E+00
-232.0938E-06,-192.7476305E-03,+2.2387849101E+00
-231.3125E-06,-255.5617013E-03,+2.3644130518E+00
-230.5313E-06,-318.3757722E-03,+2.5131567715E+00
-229.7500E-06,-300.2853197E-03,+2.4674281279E+00
-228.9688E-06,-275.1596914E-03,+2.4046140571E+00
