0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:32
0.00,1,2.15,0,0.00,1,13:59:33
0.00,1,2.15,0,0.00,1,13:59:33
0.00,1,2.15,0,0.00,1,13:59:33
0.00,1,2.15,0,0.00,1,13:59:33
0.00,1,2.15,0,0.00,1,13:59:33
0.00,1,2.15,0,0.00,1,13:59:33
0.00,1,2.15,0,0.00,1,13:59:33
0.00,1,2.15,0,0.00,1,13:59:33
0.00,1,2.15,0,0.00,1,13:59:34
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:35
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:36
0.00,1,2.15,0,0.00,1,13:59:37
0.00,1,2.15,0,0.00,1,13:59:37
0.00,1,2.15,0,0.00,1,13:59:37
0.00,1,2.15,0,0.00,1,13:59:37
0.00,1,2.14,0,0.00,1,13:59:37
0.00,1,2.14,0,0.00,1,13:59:37
0.00,1,2.15,0,0.00,1,13:59:37
0.00,1,2.14,0,0.00,1,13:59:37
0.00,1,2.14,0,0.00,1,13:59:37
0.00,1,2.14,0,0.00,1,13:59:37
0.00,1,2.15,0,0.00,1,13:59:37
