x-axis,1
second,Volt
-115.0000E-03,
-114.6300E-03,
-114.2600E-03,+2.0845025E+00
-113.8900E-03,+2.0802814E+00
-113.5200E-03,+2.0814874E+00
-113.1500E-03,+2.0893266E+00
-112.7800E-03,+2.0941507E+00
-112.4100E-03,+2.0983719E+00
-112.0400E-03,+2.0857085E+00
-111.6700E-03,+2.0893266E+00
-111.3000E-03,+2.0899296E+00
-110.9300E-03,+2.0808844E+00
-110.5600E-03,+2.0899296E+00
-110.1900E-03,+2.0802814E+00
-109.8200E-03,+2.0899296E+00
-109.4500E-03,+2.0893266E+00
-109.0800E-03,+2.0899296E+00
-108.7100E-03,+2.0893266E+00
-108.3400E-03,+2.0857085E+00
-107.9700E-03,+2.0808844E+00
-107.6000E-03,+2.0953568E+00
-107.2300E-03,+2.0893266E+00
-106.8600E-03,+2.0802814E+00
-106.4900E-03,+2.0899296E+00
-106.1200E-03,+2.0845025E+00
-105.7500E-03,+2.0893266E+00
-105.3800E-03,+2.0802814E+00
-105.0100E-03,+2.0893266E+00
-104.6400E-03,+2.0899296E+00
-104.2700E-03,+2.0802814E+00
-103.9000E-03,+2.0845025E+00
-103.5300E-03,+2.0808844E+00
-103.1600E-03,+2.0845025E+00
-102.7900E-03,+2.0802814E+00
-102.4200E-03,+2.0899296E+00
-102.0500E-03,+2.0899296E+00
-101.6800E-03,+2.0899296E+00
-101.3100E-03,+2.0899296E+00
-100.9400E-03,+2.0911357E+00
-100.5700E-03,+2.0899296E+00
-100.2000E-03,+2.0953568E+00
-99.8300E-03,+2.0802814E+00
-99.4600E-03,+2.0857085E+00
-99.0900E-03,+2.0899296E+00
-98.7200E-03,+2.0845025E+00
-98.3500E-03,+2.0899296E+00
-97.9800E-03,+2.0802814E+00
-97.6100E-03,+2.0808844E+00
-97.2400E-03,+2.0802814E+00
-96.8700E-03,+2.0905327E+00
-96.5000E-03,+2.0845025E+00
-96.1300E-03,+2.0899296E+00
-95.7600E-03,+2.0802814E+00
-95.3900E-03,+2.0899296E+00
-95.0200E-03,+2.0857085E+00
-94.6500E-03,+2.0893266E+00
-94.2800E-03,+2.0857085E+00
-93.9100E-03,+2.0893266E+00
-93.5400E-03,+2.0857085E+00
-93.1700E-03,+2.0893266E+00
-92.8000E-03,+2.0857085E+00
-92.4300E-03,+2.0899296E+00
-92.0600E-03,+2.0845025E+00
-91.6900E-03,+2.0808844E+00
-91.3200E-03,+2.0857085E+00
-90.9500E-03,+2.0893266E+00
-90.5800E-03,+2.0802814E+00
-90.2100E-03,+2.0899296E+00
-89.8400E-03,+2.0772663E+00
-89.4700E-03,+2.0893266E+00
-89.1000E-03,+2.0802814E+00
-88.7300E-03,+2.0808844E+00
-88.3600E-03,+2.0899296E+00
-87.9900E-03,+2.0899296E+00
-87.6200E-03,+2.0845025E+00
-87.2500E-03,+2.0808844E+00
-86.8800E-03,+2.0857085E+00
-86.5100E-03,+2.0808844E+00
-86.1400E-03,+2.0845025E+00
-85.7700E-03,+2.0899296E+00
-85.4000E-03,+2.0899296E+00
-85.0300E-03,+2.0808844E+00
-84.6600E-03,+2.0857085E+00
-84.2900E-03,+2.0899296E+00
-83.9200E-03,+2.0899296E+00
-83.5500E-03,+2.0802814E+00
-83.1800E-03,+2.0887236E+00
-82.8100E-03,+2.0802814E+00
-82.4400E-03,+2.0857085E+00
-82.0700E-03,+2.0808844E+00
-81.7000E-03,+2.0899296E+00
-81.3300E-03,+2.0899296E+00
-80.9600E-03,+2.0857085E+00
-80.5900E-03,+2.0893266E+00
-80.2200E-03,+2.0857085E+00
-79.8500E-03,+2.0893266E+00
-79.4800E-03,+2.0845025E+00
-79.1100E-03,+2.0808844E+00
-78.7400E-03,+2.0845025E+00
-78.3700E-03,+2.0899296E+00
-78.0000E-03,+2.0845025E+00
-77.6300E-03,+2.0899296E+00
-77.2600E-03,+2.0845025E+00
-76.8900E-03,+2.0899296E+00
-76.5200E-03,+2.0899296E+00
-76.1500E-03,+2.0893266E+00
-75.7800E-03,+2.0802814E+00
-75.4100E-03,+2.0899296E+00
-75.0400E-03,+2.0802814E+00
-74.6700E-03,+2.0899296E+00
-74.3000E-03,+2.0899296E+00
-73.9300E-03,+2.0899296E+00
-73.5600E-03,+2.0899296E+00
-73.1900E-03,+2.0899296E+00
-72.8200E-03,+2.0790754E+00
-72.4500E-03,+2.0893266E+00
-72.0800E-03,+2.0899296E+00
-71.7100E-03,+2.0802814E+00
-71.3400E-03,+2.0899296E+00
-70.9700E-03,+2.0893266E+00
-70.6000E-03,+2.0899296E+00
-70.2300E-03,+2.0899296E+00
-69.8600E-03,+2.0857085E+00
-69.4900E-03,+2.0899296E+00
-69.1200E-03,+2.0802814E+00
-68.7500E-03,+2.0893266E+00
-68.3800E-03,+2.0995779E+00
-68.0100E-03,+2.0808844E+00
-67.6400E-03,+2.0857085E+00
-67.2700E-03,+2.0899296E+00
-66.9000E-03,+2.0899296E+00
-66.5300E-03,+2.0802814E+00
-66.1600E-03,+2.0899296E+00
-65.7900E-03,+2.0808844E+00
-65.4200E-03,+2.0845025E+00
-65.0500E-03,+2.0802814E+00
-64.6800E-03,+2.0899296E+00
-64.3100E-03,+2.0899296E+00
-63.9400E-03,+2.0845025E+00
-63.5700E-03,+2.0893266E+00
-63.2000E-03,+2.0802814E+00
-62.8300E-03,+2.0802814E+00
-62.4600E-03,+2.0857085E+00
-62.0900E-03,+2.0802814E+00
-61.7200E-03,+2.0857085E+00
-61.3500E-03,+2.0893266E+00
-60.9800E-03,+2.0802814E+00
-60.6100E-03,+2.0808844E+00
-60.2400E-03,+2.0845025E+00
-59.8700E-03,+2.0905327E+00
-59.5000E-03,+2.0953568E+00
-59.1300E-03,+2.0893266E+00
-58.7600E-03,+2.0845025E+00
-58.3900E-03,+2.0983719E+00
-58.0200E-03,+2.0899296E+00
-57.6500E-03,+2.0899296E+00
-57.2800E-03,+2.0802814E+00
-56.9100E-03,+2.0802814E+00
-56.5400E-03,+2.0760603E+00
-56.1700E-03,+2.0983719E+00
-55.8000E-03,+2.0857085E+00
-55.4300E-03,+2.0808844E+00
-55.0600E-03,+2.0899296E+00
-54.6900E-03,+2.0808844E+00
-54.3200E-03,+2.0748543E+00
-53.9500E-03,+2.0893266E+00
-53.5800E-03,+2.0857085E+00
-53.2100E-03,+2.0808844E+00
-52.8400E-03,+2.0899296E+00
-52.4700E-03,+2.0893266E+00
-52.1000E-03,+2.0857085E+00
-51.7300E-03,+2.0899296E+00
