1.89,0,1.91,0,1.97,0,1:1:6
1.90,0,2.16,0,2.19,0,1:1:6
1.91,0,1.95,0,2.01,0,1:1:6
1.91,0,1.84,0,1.87,0,1:1:6
1.91,0,1.83,0,1.82,0,1:1:6
1.91,0,1.83,0,1.82,0,1:1:6
1.92,0,1.88,0,1.83,0,1:1:6
1.92,0,1.88,0,1.85,0,1:1:6
1.92,0,1.88,0,1.84,0,1:1:6
1.92,0,1.89,0,1.86,0,1:1:6
1.92,0,1.88,0,1.87,0,1:1:6
1.92,0,1.89,0,1.87,0,1:1:7
1.92,0,1.90,0,1.88,0,1:1:7
1.92,0,1.92,0,1.89,0,1:1:7
1.92,0,1.92,0,1.90,0,1:1:7
1.92,0,1.90,0,1.90,0,1:1:7
1.92,0,1.92,0,1.90,0,1:1:7
1.92,0,1.92,0,1.91,0,1:1:7
1.92,0,1.90,0,1.90,0,1:1:7
1.92,0,1.92,0,1.89,0,1:1:7
1.92,0,1.92,0,1.91,0,1:1:7
1.93,0,1.89,0,1.90,0,1:1:7
1.92,0,1.92,0,1.90,0,1:1:7
1.93,0,1.93,0,1.89,0,1:1:7
1.92,0,1.92,0,1.91,0,1:1:8
1.93,0,1.91,0,1.91,0,1:1:8
1.93,0,1.91,0,1.90,0,1:1:8
1.93,0,1.93,0,1.90,0,1:1:8
1.93,0,1.93,0,1.91,0,1:1:8
1.93,0,1.90,0,1.90,0,1:1:8
1.93,0,1.90,0,1.89,0,1:1:8
1.93,0,1.91,0,1.90,0,1:1:8
1.93,0,1.92,0,1.91,0,1:1:8
1.93,0,1.94,0,1.90,0,1:1:8
1.93,0,1.92,0,1.90,0,1:1:8
1.93,0,1.90,0,1.90,0,1:1:8
1.93,0,1.91,0,1.91,0,1:1:8
1.93,0,1.93,0,1.89,0,1:1:9
1.93,0,1.90,0,1.90,0,1:1:9
1.93,0,1.93,0,1.89,0,1:1:9
1.93,0,1.92,0,1.91,0,1:1:9
1.93,0,1.91,0,1.91,0,1:1:9
1.93,0,1.96,0,1.94,0,1:1:9
1.93,0,1.95,0,1.94,0,1:1:9
1.93,0,1.93,0,1.93,0,1:1:9
1.93,0,1.91,0,1.90,0,1:1:9
1.93,0,1.91,0,1.90,0,1:1:9
1.93,0,1.89,0,1.87,0,1:1:9
1.93,0,1.91,0,1.88,0,1:1:9
1.93,0,1.90,0,1.88,0,1:1:9
1.93,0,1.91,0,1.89,0,1:1:10
1.93,0,1.90,0,1.88,0,1:1:10
1.93,0,1.90,0,1.89,0,1:1:10
1.93,0,1.91,0,1.89,0,1:1:10
1.93,0,1.93,0,1.89,0,1:1:10
1.93,0,1.91,0,1.90,0,1:1:10
1.93,0,1.91,0,1.90,0,1:1:10
1.93,0,1.92,0,1.89,0,1:1:10
1.93,0,1.92,0,1.91,0,1:1:10
1.93,0,1.90,0,1.90,0,1:1:10
1.93,0,1.92,0,1.89,0,1:1:10
1.93,0,1.92,0,1.90,0,1:1:10
1.93,0,1.92,0,1.90,0,1:1:10
1.93,0,1.92,0,1.90,0,1:1:11
1.93,0,1.92,0,1.91,0,1:1:11
1.93,0,1.92,0,1.91,0,1:1:11
1.93,0,1.90,0,1.90,0,1:1:11
1.93,0,1.93,0,1.90,0,1:1:11
1.93,0,1.92,0,1.91,0,1:1:11
1.93,0,1.91,0,1.90,0,1:1:11
1.93,0,1.92,0,1.89,0,1:1:11
1.93,0,1.92,0,1.91,0,1:1:11
1.93,0,1.89,0,1.89,0,1:1:11
1.93,0,1.93,0,1.90,0,1:1:11
1.93,0,1.92,0,1.89,0,1:1:11
1.93,0,1.91,0,1.90,0,1:1:11
1.93,0,1.92,0,1.89,0,1:1:12
1.93,0,1.92,0,1.91,0,1:1:12
1.93,0,1.91,0,1.90,0,1:1:12
1.93,0,1.92,0,1.90,0,1:1:12
1.93,0,1.92,0,1.90,0,1:1:12
1.93,0,1.90,0,1.90,0,1:1:12
1.93,0,1.90,0,1.89,0,1:1:12
1.93,0,1.93,0,1.89,0,1:1:12
1.93,0,1.92,0,1.90,0,1:1:12
1.93,0,1.92,0,1.91,0,1:1:12
1.93,0,1.91,0,1.89,0,1:1:12
1.93,0,1.90,0,1.90,0,1:1:12
1.93,0,1.92,0,1.90,0,1:1:12
1.93,0,1.92,0,1.91,0,1:1:13
