x-axis,1,2
second,Volt,Volt
-50.05800E-03,,
-50.00800E-03,,
-49.95800E-03,-53.01506E-03,+2.41206032E+00
-49.90800E-03,-53.01506E-03,+2.41206032E+00
-49.85800E-03,-53.01506E-03,+2.41206032E+00
-49.80800E-03,-53.01506E-03,+2.41206032E+00
-49.75800E-03,-53.01506E-03,+2.61306535E+00
-49.70800E-03,+27.38695E-03,+2.01005027E+00
-49.65800E-03,+27.38695E-03,+2.21105529E+00
-49.60800E-03,-53.01506E-03,+2.61306535E+00
-49.55800E-03,-53.01506E-03,+2.41206032E+00
-49.50800E-03,-93.21606E-03,+2.41206032E+00
-49.45800E-03,-12.81405E-03,+2.41206032E+00
-49.40800E-03,-12.81405E-03,+2.21105529E+00
-49.35800E-03,+27.38695E-03,+2.21105529E+00
-49.30800E-03,+107.78896E-03,+2.21105529E+00
-49.25800E-03,+107.78896E-03,+2.01005027E+00
-49.20800E-03,+107.78896E-03,+2.01005027E+00
-49.15800E-03,+147.98997E-03,+1.80904524E+00
-49.10800E-03,+147.98997E-03,+2.01005027E+00
-49.05800E-03,+188.19097E-03,+1.80904524E+00
-49.00800E-03,+147.98997E-03,+1.60804021E+00
-48.95800E-03,+147.98997E-03,+1.80904524E+00
-48.90800E-03,+27.38695E-03,+2.61306535E+00
-48.85800E-03,-53.01506E-03,+2.41206032E+00
-48.80800E-03,-53.01506E-03,+2.61306535E+00
-48.75800E-03,-12.81405E-03,+2.41206032E+00
-48.70800E-03,-53.01506E-03,+2.41206032E+00
-48.65800E-03,-12.81405E-03,+2.41206032E+00
-48.60800E-03,-53.01506E-03,+2.41206032E+00
-48.55800E-03,-53.01506E-03,+2.41206032E+00
-48.50800E-03,-53.01506E-03,+2.41206032E+00
-48.45800E-03,+27.38695E-03,+2.41206032E+00
-48.40800E-03,+27.38695E-03,+2.41206032E+00
-48.35800E-03,-53.01506E-03,+2.41206032E+00
-48.30800E-03,-93.21606E-03,+2.61306535E+00
-48.25800E-03,-93.21606E-03,+2.61306535E+00
-48.20800E-03,-12.81405E-03,+2.41206032E+00
-48.15800E-03,-12.81405E-03,+2.21105529E+00
-48.10800E-03,+67.58796E-03,+2.21105529E+00
-48.05800E-03,+67.58796E-03,+2.01005027E+00
-48.00800E-03,+67.58796E-03,+2.01005027E+00
-47.95800E-03,+67.58796E-03,+2.01005027E+00
-47.90800E-03,+147.98997E-03,+2.01005027E+00
-47.85800E-03,+147.98997E-03,+2.01005027E+00
-47.80800E-03,+147.98997E-03,+1.80904524E+00
