x-axis,1,2
second,Volt,Volt
-150.0000E-03,+1.6163238E+00,+73.5851E-03
-149.8073E-03,+1.6168734E+00,+74.5116E-03
-149.6146E-03,+1.6160882E+00,+77.4796E-03
-149.4219E-03,+1.6156171E+00,+78.8929E-03
-149.2292E-03,+1.6163238E+00,+76.3489E-03
-149.0365E-03,+1.6160882E+00,+77.2597E-03
-148.8438E-03,+1.6156171E+00,+72.8785E-03
-148.6510E-03,+1.6163238E+00,+71.1982E-03
-148.4583E-03,+1.6160882E+00,+76.3332E-03
-148.2656E-03,+1.6156171E+00,+76.0506E-03
-148.0729E-03,+1.6156171E+00,+76.4746E-03
-147.8802E-03,+1.6163238E+00,+78.7987E-03
-147.6875E-03,+1.6168734E+00,+77.1184E-03
-147.4948E-03,+1.6168734E+00,+71.9519E-03
-147.3021E-03,+1.6168734E+00,+72.3288E-03
-147.1094E-03,+1.6175801E+00,+74.8728E-03
-146.9167E-03,+1.6181297E+00,+77.4796E-03
-146.7240E-03,+1.6181297E+00,+78.0920E-03
-146.5313E-03,+1.6173445E+00,+78.7987E-03
-146.3385E-03,+1.6175801E+00,+75.2497E-03
-146.1458E-03,+1.6181297E+00,+76.1134E-03
-145.9531E-03,+1.6188364E+00,+72.8942E-03
-145.7604E-03,+1.6193860E+00,+72.3288E-03
-145.5677E-03,+1.6178156E+00,+76.8986E-03
-145.3750E-03,+1.6175801E+00,+78.5631E-03
-145.1823E-03,+1.6188364E+00,+78.9243E-03
-144.9896E-03,+1.6186008E+00,+76.0977E-03
-144.7969E-03,+1.6188364E+00,+73.4124E-03
-144.6042E-03,+1.6186008E+00,+71.3709E-03
-144.4115E-03,+1.6181297E+00,+73.6950E-03
-144.2188E-03,+1.6188364E+00,+77.1027E-03
-144.0260E-03,+1.6193860E+00,+76.3960E-03
-143.8333E-03,+1.6193860E+00,+77.1655E-03
-143.6406E-03,+1.6193860E+00,+78.8301E-03
-143.4479E-03,+1.6193860E+00,+73.7421E-03
-143.2552E-03,+1.6200926E+00,+71.0411E-03
-143.0625E-03,+1.6198571E+00,+75.0141E-03
-142.8698E-03,+1.6193860E+00,+75.0141E-03
-142.6771E-03,+1.6193860E+00,+76.3489E-03
-142.4844E-03,+1.6193860E+00,+78.5788E-03
-142.2917E-03,+1.6193860E+00,+78.8144E-03
-142.0990E-03,+1.6200926E+00,+72.7842E-03
-141.9062E-03,+1.6198571E+00,+74.6372E-03
-141.7135E-03,+1.6200926E+00,+73.5851E-03
-141.5208E-03,+1.6206423E+00,+74.3546E-03
