x-axis,1,2
second,Volt,Volt
-72.00000E-03,+1.87189855E+00,+76.52167E-03
-71.90885E-03,+1.87307631E+00,+58.30559E-03
-71.81771E-03,+1.87182003E+00,+82.85019E-03
-71.72656E-03,+1.87072078E+00,+91.80119E-03
-71.63542E-03,+1.87315483E+00,+71.48084E-03
-71.54427E-03,+1.87315483E+00,+72.79994E-03
-71.45313E-03,+1.87307631E+00,+79.09705E-03
-71.36198E-03,+1.87189855E+00,+80.73021E-03
-71.27083E-03,+1.87189855E+00,+72.75283E-03
-71.17969E-03,+1.87307631E+00,+74.76288E-03
-71.08854E-03,+1.87189855E+00,+87.85961E-03
-70.99740E-03,+1.87197706E+00,+80.19629E-03
-70.90625E-03,+1.87433259E+00,+63.86463E-03
-70.81510E-03,+1.87315483E+00,+76.06627E-03
-70.72396E-03,+1.87299779E+00,+79.22267E-03
-70.63281E-03,+1.87064226E+00,+99.00911E-03
-70.54167E-03,+1.87189855E+00,+79.80371E-03
-70.45052E-03,+1.87307631E+00,+53.79868E-03
-70.35938E-03,+1.87182003E+00,+83.17996E-03
-70.26823E-03,+1.87064226E+00,+97.32883E-03
-70.17708E-03,+1.87189855E+00,+72.42305E-03
-70.08594E-03,+1.87307631E+00,+64.85396E-03
-69.99479E-03,+1.87189855E+00,+80.62029E-03
-69.90365E-03,+1.87189855E+00,+78.95572E-03
-69.81250E-03,+1.87189855E+00,+78.39039E-03
-69.72135E-03,+1.87307631E+00,+73.77355E-03
-69.63021E-03,+1.87189855E+00,+83.35270E-03
-69.53906E-03,+1.87197706E+00,+80.46325E-03
-69.44792E-03,+1.87433259E+00,+68.30873E-03
-69.35677E-03,+1.87307631E+00,+75.02984E-03
-69.26563E-03,+1.87182003E+00,+77.68373E-03
-69.17448E-03,+1.87072078E+00,+97.09328E-03
-69.08333E-03,+1.87315483E+00,+79.64667E-03
-68.99219E-03,+1.87425407E+00,+55.08637E-03
-68.90104E-03,+1.87182003E+00,+80.88725E-03
-68.80990E-03,+1.87064226E+00,+98.82066E-03
-68.71875E-03,+1.87189855E+00,+76.92996E-03
-68.62760E-03,+1.87307631E+00,+57.36338E-03
-68.53646E-03,+1.87189855E+00,+82.28486E-03
-68.44531E-03,+1.87307631E+00,+79.28549E-03
-68.35417E-03,+1.87189855E+00,+83.79240E-03
-68.26302E-03,+1.87315483E+00,+72.51727E-03
-68.17188E-03,+1.87315483E+00,+78.37469E-03
-68.08073E-03,+1.87315483E+00,+80.54177E-03
-67.98958E-03,+1.87315483E+00,+73.45948E-03
