x-axis,1,2
second,Volt,Volt
-146.0000E-03,,
-145.8073E-03,,
-145.6146E-03,+1.8046875E+00,+2.4158056E+00
-145.4219E-03,+1.8046875E+00,+2.4171404E+00
-145.2292E-03,+1.8046875E+00,+2.4156486E+00
-145.0365E-03,+1.8051586E+00,+2.4194174E+00
-144.8438E-03,+1.8053942E+00,+2.4218515E+00
-144.6510E-03,+1.8046875E+00,+2.4161197E+00
-144.4583E-03,+1.8046875E+00,+2.4220870E+00
-144.2656E-03,+1.8046875E+00,+2.4297032E+00
-144.0729E-03,+1.8046875E+00,+2.4224796E+00
-143.8802E-03,+1.8046875E+00,+2.4187893E+00
-143.6875E-03,+1.8046875E+00,+2.4267196E+00
-143.4948E-03,+1.8046875E+00,+2.4205952E+00
-143.3021E-03,+1.8046875E+00,+2.4162767E+00
-143.1094E-03,+1.8046875E+00,+2.4179256E+00
-142.9167E-03,+1.8046875E+00,+2.4194174E+00
-142.7240E-03,+1.8046875E+00,+2.4218515E+00
-142.5313E-03,+1.8046875E+00,+2.4156486E+00
-142.3385E-03,+1.8046875E+00,+2.4161197E+00
-142.1458E-03,+1.8046875E+00,+2.4220870E+00
-141.9531E-03,+1.8046875E+00,+2.4226367E+00
-141.7604E-03,+1.8051586E+00,+2.4173760E+00
-141.5677E-03,+1.8053942E+00,+2.4297032E+00
-141.3750E-03,+1.8046875E+00,+2.4267196E+00
-141.1823E-03,+1.8041379E+00,+2.4205952E+00
-140.9896E-03,+1.8039023E+00,+2.4158056E+00
-140.7969E-03,+1.8046875E+00,+2.4195745E+00
-140.6042E-03,+1.8041379E+00,+2.4209093E+00
-140.4115E-03,+1.8039023E+00,+2.4179256E+00
-140.2188E-03,+1.8046875E+00,+2.4150990E+00
-140.0260E-03,+1.8046875E+00,+2.4158056E+00
-139.8333E-03,+1.8046875E+00,+2.4200456E+00
-139.6406E-03,+1.8046875E+00,+2.4221656E+00
-139.4479E-03,+1.8051586E+00,+2.4244426E+00
-139.2552E-03,+1.8059438E+00,+2.4297032E+00
-139.0625E-03,+1.8053942E+00,+2.4262485E+00
-138.8698E-03,+1.8046875E+00,+2.4198100E+00
-138.6771E-03,+1.8051586E+00,+2.4200456E+00
-138.4844E-03,+1.8053942E+00,+2.4232648E+00
-138.2917E-03,+1.8046875E+00,+2.4154916E+00
-138.0990E-03,+1.8046875E+00,+2.4179256E+00
-137.9062E-03,+1.8046875E+00,+2.4156486E+00
-137.7135E-03,+1.8046875E+00,+2.4198885E+00
-137.5208E-03,+1.8046875E+00,+2.4221656E+00
